"Model","Architecture","Learning_rate","L1","L2","Inner_RMSE","Inner_Correlation","Inner_MAE","Scenario","Repetition","Fold","SplitID","TaskID"
"ANN_L1_L2","32",0.000125,0.01,1e-05,0.720124712898812,0.546006023058227,0.585826152793833,"C4",4,5,"R04_F05","C4_R04_F05"
"ANN_0","64-32",0.00025,0,0,0.695294937956426,0.595186094766431,0.565542361734225,"C4",5,1,"R05_F01","C4_R05_F01"
"ANN_L1","64-32",0.00025,0.001,0,0.704881873314409,0.570802126103737,0.573903729389209,"C4",5,1,"R05_F01","C4_R05_F01"
"ANN_L2","64-32",0.00025,0,0.01,0.705575359451308,0.570585754770609,0.574819824518809,"C4",5,1,"R05_F01","C4_R05_F01"
"ANN_L1_L2","64-32",0.00025,0.001,0.001,0.704681431977613,0.571133597285664,0.573763354407227,"C4",5,1,"R05_F01","C4_R05_F01"
"ANN_0","64-32",5e-04,0,0,0.679130911106343,0.612992153912231,0.553526491176139,"C4",5,2,"R05_F02","C4_R05_F02"
"ANN_L1","64-32",5e-04,1e-05,0,0.68895210233522,0.604733762643959,0.558566187561805,"C4",5,2,"R05_F02","C4_R05_F02"
"ANN_L2","64-32",5e-04,0,0.01,0.690140580613695,0.603685998702231,0.559706753184325,"C4",5,2,"R05_F02","C4_R05_F02"
"ANN_L1_L2","64-32",5e-04,0.001,0.01,0.688998900082595,0.602190279846518,0.558156173751457,"C4",5,2,"R05_F02","C4_R05_F02"
"ANN_0","64-32",0.000125,0,0,0.697426104702605,0.586289998557243,0.56859167243152,"C4",5,3,"R05_F03","C4_R05_F03"
"ANN_L1","64-32",0.000125,0.001,0,0.703895231509842,0.575455558105082,0.573649408898035,"C4",5,3,"R05_F03","C4_R05_F03"
"ANN_L2","64-32",0.000125,0,0.001,0.704287864286638,0.575823308930551,0.574753651709199,"C4",5,3,"R05_F03","C4_R05_F03"
"ANN_L1_L2","64-32",0.000125,0.001,0.01,0.701342593851075,0.578887553322431,0.572008332776316,"C4",5,3,"R05_F03","C4_R05_F03"
"ANN_0","64-32",5e-04,0,0,0.679666469979329,0.598515112502758,0.553667915821568,"C4",5,4,"R05_F04","C4_R05_F04"
"ANN_L1","64-32",5e-04,1e-05,0,0.695089915658879,0.586819623561042,0.566918206915298,"C4",5,4,"R05_F04","C4_R05_F04"
"ANN_L2","64-32",5e-04,0,0.001,0.695271194023523,0.586516892245896,0.56688461624516,"C4",5,4,"R05_F04","C4_R05_F04"
"ANN_L1_L2","64-32",5e-04,1e-05,0.01,0.694823734452177,0.587063246215549,0.566623897790739,"C4",5,4,"R05_F04","C4_R05_F04"
"ANN_0","64-32",0.000125,0,0,0.697535706294865,0.588545670637043,0.568765937033471,"C4",5,5,"R05_F05","C4_R05_F05"
"ANN_L1","64-32",0.000125,1e-05,0,0.706832505045062,0.574466397047103,0.573845949141883,"C4",5,5,"R05_F05","C4_R05_F05"
"ANN_L2","64-32",0.000125,0,1e-04,0.706861685215395,0.574412000731832,0.573808268140035,"C4",5,5,"R05_F05","C4_R05_F05"
"ANN_L1_L2","64-32",0.000125,1e-05,1e-04,0.706791634019588,0.57453490728795,0.573802756287425,"C4",5,5,"R05_F05","C4_R05_F05"
"ANN_0","32",0.000125,0,0,0.74764612762266,0.475507565516881,0.615307288190349,"C5",1,1,"R01_F01","C5_R01_F01"
"ANN_L1","32",0.000125,0.01,0,0.762429489198428,0.445523329030336,0.621904976294851,"C5",1,1,"R01_F01","C5_R01_F01"
"ANN_L2","32",0.000125,0,0.01,0.766489110808099,0.442265581637711,0.624792037872061,"C5",1,1,"R01_F01","C5_R01_F01"
"ANN_L1_L2","32",0.000125,0.01,1e-04,0.762016107847542,0.446062285269216,0.621442610943083,"C5",1,1,"R01_F01","C5_R01_F01"
"ANN_0","32-16",0.00025,0,0,0.743700830773425,0.46386755118355,0.605428869229024,"C5",1,2,"R01_F02","C5_R01_F02"
"ANN_L1","32-16",0.00025,0.001,0,0.741765431255687,0.470111040806856,0.603562963989987,"C5",1,2,"R01_F02","C5_R01_F02"
"ANN_L2","32-16",0.00025,0,0.01,0.742565723252163,0.468681898440405,0.604678403616385,"C5",1,2,"R01_F02","C5_R01_F02"
"ANN_L1_L2","32-16",0.00025,0.001,1e-05,0.741665333564642,0.470341240412012,0.603549720533279,"C5",1,2,"R01_F02","C5_R01_F02"
"ANN_0","64-32",0.000125,0,0,0.753160167112951,0.472681719424563,0.622902921889695,"C5",1,3,"R01_F03","C5_R01_F03"
"ANN_L1","64-32",0.000125,1e-04,0,0.750926851872096,0.475664635134669,0.621936749566725,"C5",1,3,"R01_F03","C5_R01_F03"
"ANN_L2","64-32",0.000125,0,0.001,0.751515270002888,0.475266785139895,0.622773123648904,"C5",1,3,"R01_F03","C5_R01_F03"
"ANN_L1_L2","64-32",0.000125,1e-04,1e-05,0.751482606618627,0.475213325414163,0.622393282408719,"C5",1,3,"R01_F03","C5_R01_F03"
"ANN_0","16-8",0.001,0,0,0.765546305587865,0.45318234545513,0.633527665157728,"C5",1,4,"R01_F04","C5_R01_F04"
"ANN_L1","16-8",0.001,0.01,0,0.781135427330797,0.420630493950969,0.639777282992225,"C5",1,4,"R01_F04","C5_R01_F04"
"ANN_L2","16-8",0.001,0,0.01,0.782576420870364,0.421998755422753,0.643955297075183,"C5",1,4,"R01_F04","C5_R01_F04"
"ANN_L1_L2","16-8",0.001,0.001,0.01,0.779677253282779,0.425757152538789,0.643557450096883,"C5",1,4,"R01_F04","C5_R01_F04"
"ANN_0","64-32",0.000125,0,0,0.751177972374411,0.456613476615586,0.612217638356412,"C5",1,5,"R01_F05","C5_R01_F05"
"ANN_L1","64-32",0.000125,0.001,0,0.751952734904186,0.45086976782336,0.616682442001819,"C5",1,5,"R01_F05","C5_R01_F05"
"ANN_L2","64-32",0.000125,0,0.01,0.753949355835112,0.447829175878512,0.618488179489778,"C5",1,5,"R01_F05","C5_R01_F05"
"ANN_L1_L2","64-32",0.000125,0.001,1e-04,0.751922487708732,0.45099416312162,0.616650384960321,"C5",1,5,"R01_F05","C5_R01_F05"
"ANN_0","64-32",0.001,0,0,0.737456435489051,0.474109308722023,0.605912585464308,"C5",2,1,"R02_F01","C5_R02_F01"
"ANN_L1","64-32",0.001,0.01,0,0.746518295427218,0.464191583401826,0.609269292985046,"C5",2,1,"R02_F01","C5_R02_F01"
"ANN_L2","64-32",0.001,0,0.01,0.772923238924358,0.434728719889496,0.63320936937187,"C5",2,1,"R02_F01","C5_R02_F01"
"ANN_L1_L2","64-32",0.001,0.01,1e-04,0.74634424993022,0.464173929300909,0.60894872032647,"C5",2,1,"R02_F01","C5_R02_F01"
"ANN_0","32",0.000125,0,0,0.745580590289833,0.467336381084793,0.609864353040188,"C5",2,2,"R02_F02","C5_R02_F02"
"ANN_L1","32",0.000125,0.01,0,0.74622641045744,0.461989695887781,0.609698190493964,"C5",2,2,"R02_F02","C5_R02_F02"
"ANN_L2","32",0.000125,0,0.01,0.75206666262502,0.464318095918837,0.615733664659474,"C5",2,2,"R02_F02","C5_R02_F02"
"ANN_L1_L2","32",0.000125,0.01,0.001,0.746187558889899,0.462066745174099,0.609654229970376,"C5",2,2,"R02_F02","C5_R02_F02"
"ANN_0","32-16",0.00025,0,0,0.762817703023677,0.454445609509488,0.626272961507811,"C5",2,3,"R02_F03","C5_R02_F03"
"ANN_L1","32-16",0.00025,1e-05,0,0.773660019922037,0.443752738732528,0.631057521313243,"C5",2,3,"R02_F03","C5_R02_F03"
"ANN_L2","32-16",0.00025,0,0.001,0.772175292402613,0.445199263815855,0.629208038586618,"C5",2,3,"R02_F03","C5_R02_F03"
"ANN_L1_L2","32-16",0.00025,1e-05,0.001,0.773077829041395,0.443863589437122,0.630439116024647,"C5",2,3,"R02_F03","C5_R02_F03"
"ANN_0","64-32",5e-04,0,0,0.755232607223457,0.480424098684075,0.61873720961633,"C5",2,4,"R02_F04","C5_R02_F04"
"ANN_L1","64-32",5e-04,1e-05,0,0.765447664183892,0.458084356251157,0.627611659565068,"C5",2,4,"R02_F04","C5_R02_F04"
"ANN_L2","64-32",5e-04,0,1e-04,0.765432410059191,0.458108776460351,0.627625915445076,"C5",2,4,"R02_F04","C5_R02_F04"
"ANN_L1_L2","64-32",5e-04,1e-05,0.001,0.765364356496288,0.458207032818508,0.627535616940714,"C5",2,4,"R02_F04","C5_R02_F04"
"ANN_0","64-32",5e-04,0,0,0.751972401683234,0.450710042522658,0.616621000692999,"C5",2,5,"R02_F05","C5_R02_F05"
"ANN_L1","64-32",5e-04,0.001,0,0.75220890881999,0.450473366669059,0.618719474430371,"C5",2,5,"R02_F05","C5_R02_F05"
"ANN_L2","64-32",5e-04,0,0.01,0.758195554555844,0.459550798701511,0.625478142304622,"C5",2,5,"R02_F05","C5_R02_F05"
"ANN_L1_L2","64-32",5e-04,0.001,0.01,0.751915510131824,0.450204594773964,0.618489584240944,"C5",2,5,"R02_F05","C5_R02_F05"
"ANN_0","32-16",0.000125,0,0,0.752164192394846,0.456323220598921,0.614230332010262,"C5",3,1,"R03_F01","C5_R03_F01"
"ANN_L1","32-16",0.000125,1e-04,0,0.753992734049862,0.45131595303335,0.617673641245642,"C5",3,1,"R03_F01","C5_R03_F01"
"ANN_L2","32-16",0.000125,0,1e-05,0.753982511893695,0.451557286863613,0.618073990186349,"C5",3,1,"R03_F01","C5_R03_F01"
"ANN_L1_L2","32-16",0.000125,1e-04,1e-04,0.753930436041678,0.451392632449081,0.617645118405054,"C5",3,1,"R03_F01","C5_R03_F01"
"ANN_0","64-32",0.000125,0,0,0.765588220285456,0.439173395551693,0.627565380984278,"C5",3,2,"R03_F02","C5_R03_F02"
"ANN_L1","64-32",0.000125,0.001,0,0.759536168225094,0.442474808401032,0.62571614545506,"C5",3,2,"R03_F02","C5_R03_F02"
"ANN_L2","64-32",0.000125,0,0.01,0.762369923063429,0.439360084597361,0.627424029937145,"C5",3,2,"R03_F02","C5_R03_F02"
"ANN_L1_L2","64-32",0.000125,0.001,0.01,0.759276730203496,0.442381867586738,0.625289295830339,"C5",3,2,"R03_F02","C5_R03_F02"
"ANN_0","64-32",0.00025,0,0,0.740669447588845,0.462749973739912,0.610455784669276,"C5",3,3,"R03_F03","C5_R03_F03"
"ANN_L1","64-32",0.00025,0.001,0,0.74323401816103,0.456169840537753,0.608510163819785,"C5",3,3,"R03_F03","C5_R03_F03"
"ANN_L2","64-32",0.00025,0,0.01,0.744188900230253,0.454243916026148,0.609446214377187,"C5",3,3,"R03_F03","C5_R03_F03"
"ANN_L1_L2","64-32",0.00025,0.001,1e-05,0.743298505718215,0.456024161366813,0.608557784478876,"C5",3,3,"R03_F03","C5_R03_F03"
"ANN_0","32-16",0.000125,0,0,0.758837250849892,0.467493492258328,0.619907059801559,"C5",3,4,"R03_F04","C5_R03_F04"
"ANN_L1","32-16",0.000125,0.01,0,0.770498062561404,0.424305231628248,0.62750269270971,"C5",3,4,"R03_F04","C5_R03_F04"
"ANN_L2","32-16",0.000125,0,0.001,0.7752744811632,0.43372861577332,0.632264275184265,"C5",3,4,"R03_F04","C5_R03_F04"
"ANN_L1_L2","32-16",0.000125,0.01,0.001,0.77040603291536,0.425169544827309,0.627474708733037,"C5",3,4,"R03_F04","C5_R03_F04"
"ANN_0","64-32",0.000125,0,0,0.772610865472536,0.466892749409259,0.63647109009016,"C5",3,5,"R03_F05","C5_R03_F05"
"ANN_L1","64-32",0.000125,0.001,0,0.769999642369545,0.48027940203027,0.63104598613698,"C5",3,5,"R03_F05","C5_R03_F05"
"ANN_L2","64-32",0.000125,0,0.01,0.772611603067596,0.476792771327292,0.63383444312816,"C5",3,5,"R03_F05","C5_R03_F05"
"ANN_L1_L2","64-32",0.000125,0.001,0.01,0.769232032787384,0.480847796910042,0.630487689995153,"C5",3,5,"R03_F05","C5_R03_F05"
"ANN_0","16",0.000125,0,0,0.753080870596925,0.476501218984862,0.626706492637168,"C5",4,1,"R04_F01","C5_R04_F01"
"ANN_L1","16",0.000125,0.01,0,0.757872546689148,0.464658986702891,0.628915101359917,"C5",4,1,"R04_F01","C5_R04_F01"
"ANN_L2","16",0.000125,0,0.01,0.767291395817008,0.451719391857258,0.633734050852704,"C5",4,1,"R04_F01","C5_R04_F01"
"ANN_L1_L2","16",0.000125,0.01,1e-04,0.757871040113538,0.46466185695348,0.628914145079633,"C5",4,1,"R04_F01","C5_R04_F01"
"ANN_0","64-32",0.000125,0,0,0.748450661309063,0.449000727932236,0.606092579926511,"C5",4,2,"R04_F02","C5_R04_F02"
"ANN_L1","64-32",0.000125,0.001,0,0.751329003726708,0.45111047230939,0.607985249318918,"C5",4,2,"R04_F02","C5_R04_F02"
"ANN_L2","64-32",0.000125,0,1e-04,0.752010100624987,0.454638629277228,0.608081452465906,"C5",4,2,"R04_F02","C5_R04_F02"
"ANN_L1_L2","64-32",0.000125,0.001,0.01,0.751004109225091,0.450773438057026,0.607216301845035,"C5",4,2,"R04_F02","C5_R04_F02"
"ANN_0","64-32",5e-04,0,0,0.73338805983272,0.493033481972213,0.600795094226827,"C5",4,3,"R04_F03","C5_R04_F03"
"ANN_L1","64-32",5e-04,0.001,0,0.741669597634517,0.48165598551301,0.606149871607626,"C5",4,3,"R04_F03","C5_R04_F03"
"ANN_L2","64-32",5e-04,0,0.01,0.744251806607373,0.480646050128356,0.608845906590975,"C5",4,3,"R04_F03","C5_R04_F03"
"ANN_L1_L2","64-32",5e-04,0.001,0.01,0.741424685585703,0.482054725186492,0.606067783464281,"C5",4,3,"R04_F03","C5_R04_F03"
"ANN_0","64-32",0.001,0,0,0.759148036562694,0.458481186139501,0.62121661946397,"C5",4,4,"R04_F04","C5_R04_F04"
"ANN_L1","64-32",0.001,0.001,0,0.750718960840651,0.46952367054245,0.610023955964873,"C5",4,4,"R04_F04","C5_R04_F04"
"ANN_L2","64-32",0.001,0,0.01,0.754288514502704,0.468279713022122,0.613771553460254,"C5",4,4,"R04_F04","C5_R04_F04"
"ANN_L1_L2","64-32",0.001,0.001,0.01,0.750541016782924,0.469170258010841,0.609722823830888,"C5",4,4,"R04_F04","C5_R04_F04"
"ANN_0","64-32",0.000125,0,0,0.770769198330615,0.442756452012453,0.633529351056116,"C5",4,5,"R04_F05","C5_R04_F05"
"ANN_L1","64-32",0.000125,1e-04,0,0.77900039796911,0.426765364843096,0.640684504048122,"C5",4,5,"R04_F05","C5_R04_F05"
"ANN_L2","64-32",0.000125,0,1e-04,0.778942453372668,0.42755588866936,0.640711682317873,"C5",4,5,"R04_F05","C5_R04_F05"
"ANN_L1_L2","64-32",0.000125,1e-05,0.01,0.77873955754776,0.427967754329895,0.640700527310462,"C5",4,5,"R04_F05","C5_R04_F05"
"ANN_0","64-32",5e-04,0,0,0.765041189934318,0.453501345719884,0.628568102894974,"C5",5,1,"R05_F01","C5_R05_F01"
"ANN_L1","64-32",5e-04,0.001,0,0.767211188109036,0.449217986885357,0.62632973603271,"C5",5,1,"R05_F01","C5_R05_F01"
"ANN_L2","64-32",5e-04,0,1e-05,0.767511208813256,0.451146326192072,0.626999069682552,"C5",5,1,"R05_F01","C5_R05_F01"
"ANN_L1_L2","64-32",5e-04,0.001,0.01,0.766438007191124,0.450200901144698,0.625862967802409,"C5",5,1,"R05_F01","C5_R05_F01"
"ANN_0","32-16",0.00025,0,0,0.750126812094326,0.425882888267089,0.615855335512256,"C5",5,2,"R05_F02","C5_R05_F02"
"ANN_L1","32-16",0.00025,0.001,0,0.75152476222538,0.425107682156375,0.618738443673303,"C5",5,2,"R05_F02","C5_R05_F02"
"ANN_L2","32-16",0.00025,0,0.01,0.751868348662944,0.425681188200342,0.61775300019192,"C5",5,2,"R05_F02","C5_R05_F02"
"ANN_L1_L2","32-16",0.00025,0.001,0.01,0.750472576198703,0.425962857133891,0.617720682413925,"C5",5,2,"R05_F02","C5_R05_F02"
"ANN_0","32-16",0.00025,0,0,0.757338076007298,0.470910756653225,0.618253765310932,"C5",5,3,"R05_F03","C5_R05_F03"
"ANN_L1","32-16",0.00025,0.001,0,0.765617836434422,0.461194788017987,0.619256573194242,"C5",5,3,"R05_F03","C5_R05_F03"
"ANN_L2","32-16",0.00025,0,0.01,0.774163572479705,0.463420807684693,0.624431493378778,"C5",5,3,"R05_F03","C5_R05_F03"
"ANN_L1_L2","32-16",0.00025,0.001,0.01,0.765447903704012,0.461197970746067,0.619402240642984,"C5",5,3,"R05_F03","C5_R05_F03"
"ANN_0","32",0.000125,0,0,0.759383984192478,0.478210114822667,0.622356938584501,"C5",5,4,"R05_F04","C5_R05_F04"
"ANN_L1","32",0.000125,0.01,0,0.761537037058439,0.44525179067045,0.62138502077758,"C5",5,4,"R05_F04","C5_R05_F04"
"ANN_L2","32",0.000125,0,0.01,0.766605495467291,0.455304061602934,0.631020753699982,"C5",5,4,"R05_F04","C5_R05_F04"
"ANN_L1_L2","32",0.000125,0.01,1e-04,0.761536712828951,0.445250897584671,0.621384710168197,"C5",5,4,"R05_F04","C5_R05_F04"
"ANN_0","64-32",0.000125,0,0,0.761218691626701,0.445365529570454,0.62068597298258,"C5",5,5,"R05_F05","C5_R05_F05"
"ANN_L1","64-32",0.000125,0.001,0,0.763208377957039,0.434519871107481,0.62013297523677,"C5",5,5,"R05_F05","C5_R05_F05"
"ANN_L2","64-32",0.000125,0,1e-04,0.766442237438832,0.431729199143762,0.623745685206145,"C5",5,5,"R05_F05","C5_R05_F05"
"ANN_L1_L2","64-32",0.000125,0.001,0.01,0.76269541055491,0.435193170789022,0.619497906276721,"C5",5,5,"R05_F05","C5_R05_F05"
"ANN_0","64-32",0.000125,0,0,0.656197620589968,0.489891220814243,0.536646752960784,"C6",1,1,"R01_F01","C6_R01_F01"
"ANN_L1","64-32",0.000125,0.001,0,0.660863985408523,0.484506993872296,0.53427480885418,"C6",1,1,"R01_F01","C6_R01_F01"
"ANN_L2","64-32",0.000125,0,0.001,0.661781985426193,0.483706054520421,0.53504057407163,"C6",1,1,"R01_F01","C6_R01_F01"
"ANN_L1_L2","64-32",0.000125,0.001,0.001,0.660379833921769,0.485670301588556,0.533818406751799,"C6",1,1,"R01_F01","C6_R01_F01"
"ANN_0","64-32",0.000125,0,0,0.666647339700779,0.453850716187315,0.540822436290816,"C6",1,2,"R01_F02","C6_R01_F02"
"ANN_L1","64-32",0.000125,1e-05,0,0.671966900943522,0.431732401040452,0.547993582371179,"C6",1,2,"R01_F02","C6_R01_F02"
"ANN_L2","64-32",0.000125,0,1e-05,0.671948421648439,0.431818352335787,0.547952845500784,"C6",1,2,"R01_F02","C6_R01_F02"
"ANN_L1_L2","64-32",0.000125,1e-05,1e-05,0.671970859037798,0.431739553636024,0.547994715609481,"C6",1,2,"R01_F02","C6_R01_F02"
"ANN_0","16",0.000125,0,0,0.645846563145894,0.467313767002578,0.518841098681491,"C6",1,3,"R01_F03","C6_R01_F03"
"ANN_L1","16",0.000125,0.01,0,0.651985758608533,0.449233095739331,0.528209338593297,"C6",1,3,"R01_F03","C6_R01_F03"
"ANN_L2","16",0.000125,0,0.001,0.658011780421001,0.445329841698533,0.533402193872129,"C6",1,3,"R01_F03","C6_R01_F03"
"ANN_L1_L2","16",0.000125,0.01,0.01,0.651963157121095,0.449183459151259,0.528211021780176,"C6",1,3,"R01_F03","C6_R01_F03"
"ANN_0","32-16",0.001,0,0,0.647438716248828,0.503551544114733,0.52608334020099,"C6",1,4,"R01_F04","C6_R01_F04"
"ANN_L1","32-16",0.001,0.01,0,0.651057283294475,0.486757912083799,0.526601200734659,"C6",1,4,"R01_F04","C6_R01_F04"
"ANN_L2","32-16",0.001,0,0.01,0.653155762212855,0.486057782051922,0.531586105672316,"C6",1,4,"R01_F04","C6_R01_F04"
"ANN_L1_L2","32-16",0.001,0.01,1e-05,0.651061719814934,0.486817856835688,0.52660001878724,"C6",1,4,"R01_F04","C6_R01_F04"
"ANN_0","64-32",5e-04,0,0,0.649174539199056,0.478702327630005,0.529984414309073,"C6",1,5,"R01_F05","C6_R01_F05"
"ANN_L1","64-32",5e-04,1e-05,0,0.652284371820341,0.478119362582237,0.530104991377402,"C6",1,5,"R01_F05","C6_R01_F05"
"ANN_L2","64-32",5e-04,0,0.01,0.652239064860439,0.478121458575727,0.530033206230063,"C6",1,5,"R01_F05","C6_R01_F05"
"ANN_L1_L2","64-32",5e-04,1e-05,0.01,0.652190729629822,0.478384681296896,0.530086681170981,"C6",1,5,"R01_F05","C6_R01_F05"
"ANN_0","64-32",0.000125,0,0,0.642783321841229,0.479015686275237,0.523923949157025,"C6",2,1,"R02_F01","C6_R02_F01"
"ANN_L1","64-32",0.000125,0.001,0,0.644427877637844,0.474963826376575,0.523678027462798,"C6",2,1,"R02_F01","C6_R02_F01"
"ANN_L2","64-32",0.000125,0,1e-04,0.645087085245678,0.473647218638198,0.523880377691077,"C6",2,1,"R02_F01","C6_R02_F01"
"ANN_L1_L2","64-32",0.000125,0.001,1e-04,0.644196044569209,0.475128114019254,0.523450882152397,"C6",2,1,"R02_F01","C6_R02_F01"
"ANN_0","64-32",5e-04,0,0,0.661961071859826,0.485028904500009,0.535154659659291,"C6",2,2,"R02_F02","C6_R02_F02"
"ANN_L1","64-32",5e-04,1e-04,0,0.663253936275685,0.474604601762275,0.542457913882487,"C6",2,2,"R02_F02","C6_R02_F02"
"ANN_L2","64-32",5e-04,0,1e-04,0.663392204142403,0.474174069908241,0.542620821004307,"C6",2,2,"R02_F02","C6_R02_F02"
"ANN_L1_L2","64-32",5e-04,1e-04,1e-04,0.663531427738515,0.474093448443954,0.542694020359266,"C6",2,2,"R02_F02","C6_R02_F02"
"ANN_0","64-32",5e-04,0,0,0.648885028637197,0.495522591071864,0.527076553766522,"C6",2,3,"R02_F03","C6_R02_F03"
"ANN_L1","64-32",5e-04,0.001,0,0.663821110500291,0.478919290354267,0.543111956240405,"C6",2,3,"R02_F03","C6_R02_F03"
"ANN_L2","64-32",5e-04,0,0.01,0.667669819780657,0.478573921767199,0.545468865549215,"C6",2,3,"R02_F03","C6_R02_F03"
"ANN_L1_L2","64-32",5e-04,0.001,0.01,0.662805379558431,0.480908491405473,0.541767918960483,"C6",2,3,"R02_F03","C6_R02_F03"
"ANN_0","64-32",5e-04,0,0,0.65942797972108,0.474358871593905,0.533257027587492,"C6",2,4,"R02_F04","C6_R02_F04"
"ANN_L1","64-32",5e-04,1e-04,0,0.66512054100114,0.468195360945071,0.538827635000749,"C6",2,4,"R02_F04","C6_R02_F04"
"ANN_L2","64-32",5e-04,0,0.01,0.665090260296272,0.468535681620064,0.538937746705559,"C6",2,4,"R02_F04","C6_R02_F04"
"ANN_L1_L2","64-32",5e-04,1e-05,0.01,0.665071026125879,0.468513687798851,0.538949998256395,"C6",2,4,"R02_F04","C6_R02_F04"
"ANN_0","64-32",0.000125,0,0,0.627522833213417,0.485607031350347,0.516259297305732,"C6",2,5,"R02_F05","C6_R02_F05"
"ANN_L1","64-32",0.000125,0.001,0,0.63406371823874,0.475118067156863,0.522538192534164,"C6",2,5,"R02_F05","C6_R02_F05"
"ANN_L2","64-32",0.000125,0,0.01,0.635470744585949,0.475288720355471,0.523569663533675,"C6",2,5,"R02_F05","C6_R02_F05"
"ANN_L1_L2","64-32",0.000125,0.001,0.01,0.63363255377417,0.475370684449748,0.52218095199275,"C6",2,5,"R02_F05","C6_R02_F05"
"ANN_0","64-32",5e-04,0,0,0.663191128660581,0.461118304087971,0.543740326541347,"C6",3,1,"R03_F01","C6_R03_F01"
"ANN_L1","64-32",5e-04,0.001,0,0.667434120453978,0.46805107258523,0.544213917426611,"C6",3,1,"R03_F01","C6_R03_F01"
"ANN_L2","64-32",5e-04,0,0.01,0.668374395873594,0.469293639025809,0.544671120978207,"C6",3,1,"R03_F01","C6_R03_F01"
"ANN_L1_L2","64-32",5e-04,0.001,1e-04,0.667346604243198,0.468286947793889,0.544134076698439,"C6",3,1,"R03_F01","C6_R03_F01"
"ANN_0","64-32",5e-04,0,0,0.642805134605486,0.491579920632436,0.521087508691016,"C6",3,2,"R03_F02","C6_R03_F02"
"ANN_L1","64-32",5e-04,1e-04,0,0.646456461420972,0.482220385837436,0.523649011901419,"C6",3,2,"R03_F02","C6_R03_F02"
"ANN_L2","64-32",5e-04,0,0.01,0.646064846354415,0.483681915038501,0.523285265792937,"C6",3,2,"R03_F02","C6_R03_F02"
"ANN_L1_L2","64-32",5e-04,1e-05,1e-05,0.644278061491771,0.485872021818591,0.52263976707221,"C6",3,2,"R03_F02","C6_R03_F02"
"ANN_0","64-32",0.000125,0,0,0.651509644679453,0.482481355116844,0.527161599651513,"C6",3,3,"R03_F03","C6_R03_F03"
"ANN_L1","64-32",0.000125,1e-04,0,0.649981535044865,0.476749242357787,0.527619812667278,"C6",3,3,"R03_F03","C6_R03_F03"
"ANN_L2","64-32",0.000125,0,1e-05,0.649927831741864,0.47683754660838,0.527510908185498,"C6",3,3,"R03_F03","C6_R03_F03"
"ANN_L1_L2","64-32",0.000125,1e-04,1e-05,0.649973162725129,0.476772541642141,0.527614073984771,"C6",3,3,"R03_F03","C6_R03_F03"
"ANN_0","16-8",0.000125,0,0,0.644076279965072,0.464959391643855,0.518975399342159,"C6",3,4,"R03_F04","C6_R03_F04"
"ANN_L1","16-8",0.000125,0.001,0,0.665987473572472,0.432879934635552,0.537873386769845,"C6",3,4,"R03_F04","C6_R03_F04"
"ANN_L2","16-8",0.000125,0,0.01,0.665962843725378,0.435270321873242,0.537128948210054,"C6",3,4,"R03_F04","C6_R03_F04"
"ANN_L1_L2","16-8",0.000125,0.001,0.01,0.663643641749707,0.433286733523511,0.534748159460161,"C6",3,4,"R03_F04","C6_R03_F04"
"ANN_0","64-32",0.00025,0,0,0.65089864406031,0.471553928062977,0.52879917295827,"C6",3,5,"R03_F05","C6_R03_F05"
"ANN_L1","64-32",0.00025,1e-04,0,0.650951308470654,0.464424553258238,0.529444465849768,"C6",3,5,"R03_F05","C6_R03_F05"
"ANN_L2","64-32",0.00025,0,0.001,0.651005286444137,0.464145258783841,0.529448154296485,"C6",3,5,"R03_F05","C6_R03_F05"
"ANN_L1_L2","64-32",0.00025,1e-04,0.01,0.649476616384499,0.464065818568178,0.528545426533071,"C6",3,5,"R03_F05","C6_R03_F05"
"ANN_0","64-32",0.00025,0,0,0.643303499658536,0.487332268738371,0.523963847202073,"C6",4,1,"R04_F01","C6_R04_F01"
"ANN_L1","64-32",0.00025,0.001,0,0.641191594910554,0.488614212787834,0.520830417900191,"C6",4,1,"R04_F01","C6_R04_F01"
"ANN_L2","64-32",0.00025,0,0.01,0.643200613289421,0.483773246715528,0.522454599608656,"C6",4,1,"R04_F01","C6_R04_F01"
"ANN_L1_L2","64-32",0.00025,0.001,0.01,0.641014133098169,0.488922066498885,0.520687999620411,"C6",4,1,"R04_F01","C6_R04_F01"
"ANN_0","64-32",0.000125,0,0,0.654500169931687,0.463946823485072,0.532531020077377,"C6",4,2,"R04_F02","C6_R04_F02"
"ANN_L1","64-32",0.000125,0.001,0,0.650786935103134,0.472849636753468,0.531674870920006,"C6",4,2,"R04_F02","C6_R04_F02"
"ANN_L2","64-32",0.000125,0,1e-05,0.661936832565646,0.455544593485077,0.541317426596251,"C6",4,2,"R04_F02","C6_R04_F02"
"ANN_L1_L2","64-32",0.000125,0.001,1e-04,0.650751889516621,0.472942847088041,0.531638578706614,"C6",4,2,"R04_F02","C6_R04_F02"
"ANN_0","64-32",5e-04,0,0,0.642625994788606,0.488494844177963,0.524577471373257,"C6",4,3,"R04_F03","C6_R04_F03"
"ANN_L1","64-32",5e-04,0.001,0,0.64560722458142,0.495479240873566,0.529394730453849,"C6",4,3,"R04_F03","C6_R04_F03"
"ANN_L2","64-32",5e-04,0,0.01,0.647009218636385,0.500292023631298,0.528859191457326,"C6",4,3,"R04_F03","C6_R04_F03"
