"Dataset","Scenario","QTL_N","H2_nominal","Repetition","Fold","SplitID","TaskID","Model","N_train","N_test","N_pred_finite","Genetic_Correlation","Genetic_RMSE","Genetic_MAE","Genetic_Bias","Genetic_Slope","Genetic_R2","GEBV_TrueG_Correlation","Phenotype_Correlation","Phenotype_RMSE","Phenotype_MAE","Phenotype_Bias","Phenotype_Slope","Phenotype_R2","Kernel_build_seconds","Fit_seconds","Predict_seconds","Status","Error"
"simulated","C4",120,0.5,5,1,"R05_F01","C4_R05_F01","GBLUP_ADE",800,200,200,0.853427260794841,0.304067371754994,0.244304979941557,0.0351682655200442,1.01297755121105,0.724533603971319,0.853427260794841,0.601806830842433,0.666569808296343,0.547256740701958,0.0817637655200448,1.02118266916279,0.352269662978046,5.17,11.3199999999999,0.0199999999999818,"ok",NA
"simulated","C4",120,0.5,5,2,"R05_F02","C4_R05_F02","GBLUP_ADE",800,200,200,0.840541302986727,0.31606495015297,0.256045831428581,0.0317698204005368,0.89932577416856,0.694570120686413,0.840541302986727,0.545717885180834,0.74978458484481,0.625519229367376,0.0271973204005366,0.911071802581779,0.294041801302926,5.17,12.3000000000002,0,"ok",NA
"simulated","C4",120,0.5,5,3,"R05_F03","C4_R05_F03","GBLUP_ADE",800,200,200,0.85724067656915,0.305920900093191,0.247422666736522,-0.0306782092327689,0.969334701024402,0.731425238700335,0.85724067656915,0.59164231205675,0.664734098586504,0.530379830454227,-0.0570947092327695,0.929566034687765,0.343185467356377,5.17,10.22,0.0299999999999727,"ok",NA
"simulated","C4",120,0.5,5,4,"R05_F04","C4_R05_F04","GBLUP_ADE",800,200,200,0.871353899633608,0.296498235072012,0.230829084789394,-0.0264626388460364,1.04459628190312,0.755929583498655,0.871353899633608,0.590492783410863,0.696865236152555,0.5696992355148,-0.0551781388460365,1.01522956865775,0.344493530505595,5.17,10.5699999999999,0.0299999999999727,"ok",NA
"simulated","C4",120,0.5,5,5,"R05_F05","C4_R05_F05","GBLUP_ADE",800,200,200,0.873910685891325,0.284269297520377,0.220556822900629,0.0254835617140142,1.0380482414565,0.760771305520274,0.873910685891325,0.656493845962878,0.630772800305671,0.517927328438286,0.0385900617140148,1.11532860828367,0.424220918902555,5.17,11.6700000000001,0.0299999999999727,"ok",NA
"simulated","C5",240,0.3,1,1,"R01_F01","C5_R01_F01","GBLUP_ADE",800,200,200,0.90197859282382,0.202595279580274,0.16655989423536,-0.029874445983348,1.08790501595349,0.803991607033202,0.90197859282382,0.504428147767394,0.718856410832179,0.601542227954686,-0.113137445983348,1.09178110866603,0.233667407787212,5.17,10.3599999999999,0.120000000000118,"ok",NA
"simulated","C5",240,0.3,1,2,"R01_F02","C5_R01_F02","GBLUP_ADE",800,200,200,0.866036745680439,0.253240060088857,0.209574468244389,0.0149945631907385,1.02671451019588,0.748630591428548,0.866036745680439,0.490505065790615,0.763485191717835,0.637811150523269,0.0561480631907391,1.00592278567644,0.236457339166586,5.17,9.07999999999993,0.0299999999999727,"ok",NA
"simulated","C5",240,0.3,1,3,"R01_F03","C5_R01_F03","GBLUP_ADE",800,200,200,0.872531005652883,0.224465857381213,0.177372893652329,0.01973628534045,0.978641756912458,0.759085252567087,0.872531005652882,0.400092549704842,0.770282905372626,0.612775102424307,0.0530662853404502,0.818971434706492,0.148210092011045,5.17,10.1800000000001,0.0399999999999636,"ok",NA
"simulated","C5",240,0.3,1,4,"R01_F04","C5_R01_F04","GBLUP_ADE",800,200,200,0.850707497306925,0.24941214532575,0.211549387045995,0.0583887950497817,0.966300915680747,0.706751442912167,0.850707497306925,0.489213985803437,0.718419648331517,0.577008994614853,0.127091795049783,0.978076618039407,0.214631772598709,5.17,10.25,0.0299999999999727,"ok",NA
"simulated","C5",240,0.3,1,5,"R01_F05","C5_R01_F05","GBLUP_ADE",800,200,200,0.874490225048656,0.232962584651847,0.183392071285875,-0.0405634002685301,1.11097294585443,0.749508606856991,0.874490225048656,0.499546973130014,0.754211792857201,0.624325209426028,-0.10049140026853,1.1722586551928,0.230497723342235,5.17,10.1600000000001,0.1099999999999,"ok",NA
"simulated","C5",240,0.3,2,1,"R02_F01","C5_R02_F01","GBLUP_ADE",800,200,200,0.864813396509114,0.233768182715517,0.1839218501137,0.00378565830355697,0.957010734137189,0.746326539451236,0.864813396509114,0.442268981331175,0.79424302992356,0.643771226916718,0.0164701583035571,0.933008124449228,0.194246930401778,5.17,10.0800000000002,0.00999999999999091,"ok",NA
"simulated","C5",240,0.3,2,2,"R02_F02","C5_R02_F02","GBLUP_ADE",800,200,200,0.828936842281492,0.257805880712521,0.200518914620718,-0.0116030495803891,1.02902463512897,0.68595347903815,0.828936842281493,0.485483564676411,0.766815424083099,0.62590759340616,0.0141269504196112,1.1459945041651,0.231608272212273,5.17,7.8599999999999,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,2,3,"R02_F03","C5_R02_F03","GBLUP_ADE",800,200,200,0.868632850585521,0.232878664729017,0.191051395394384,-0.0387450189710449,0.946902734146888,0.745094647977006,0.868632850585521,0.443552973473656,0.727423096906219,0.604699138233546,-0.0537960189710441,0.845007002648167,0.185666430833855,5.17,9.15000000000009,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,2,4,"R02_F04","C5_R02_F04","GBLUP_ADE",800,200,200,0.892903642403047,0.21704141557144,0.178800215749872,0.0170141673111179,1.02889858748007,0.795390596802632,0.892903642403047,0.424943717134758,0.71069617529719,0.588663760091728,0.00678816731111809,0.795401382571338,0.168553301217897,5.17,11.26,0.130000000000109,"ok",NA
"simulated","C5",240,0.3,2,5,"R02_F05","C5_R02_F05","GBLUP_ADE",800,200,200,0.884718929381349,0.229745149278646,0.191873758672008,0.0309396448809607,1.08301578186461,0.774030444491846,0.884718929381349,0.497773167136395,0.755207294609946,0.604642367995721,0.0177976448809613,1.09613154489802,0.245453297900608,5.17,9.06999999999994,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,3,1,"R03_F01","C5_R03_F01","GBLUP_ADE",800,200,200,0.869204885625308,0.229066382099904,0.18987081622538,-0.0209848065523377,1.08124908306736,0.749145771656548,0.869204885625307,0.474980903650294,0.75951184031441,0.625682085098749,-0.0229038065523369,1.11284785375832,0.222579997649872,5.17,9.11999999999989,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,3,2,"R03_F02","C5_R03_F02","GBLUP_ADE",800,200,200,0.86895234172958,0.264506943771878,0.214816949565432,-0.00976970827304577,1.02938582796091,0.754127409616189,0.86895234172958,0.478878704710563,0.755533742198835,0.618349917610929,-0.0263362082730446,0.913484288747252,0.226327731751219,5.17,11.3000000000002,0.119999999999891,"ok",NA
"simulated","C5",240,0.3,3,3,"R03_F03","C5_R03_F03","GBLUP_ADE",800,200,200,0.870961052267698,0.218467591832177,0.177662763024547,0.0394560928919729,1.03020100084667,0.749758928911616,0.870961052267698,0.504063051939557,0.767855710072501,0.621539914672747,0.078221092891973,1.20169639172412,0.239024868497319,5.17,10.1400000000001,0,"ok",NA
"simulated","C5",240,0.3,3,4,"R03_F04","C5_R03_F04","GBLUP_ADE",800,200,200,0.890325204784251,0.205875336537674,0.166903778825609,0.0137180666849012,0.975906655101542,0.791269075133862,0.890325204784252,0.412133239745576,0.780107375996106,0.648049176231886,0.0186245666849007,0.855614367015511,0.164540707831508,5.17,10.3099999999999,0.0299999999999727,"ok",NA
"simulated","C5",240,0.3,3,5,"R03_F05","C5_R03_F05","GBLUP_ADE",800,200,200,0.845478202758752,0.249006097052376,0.197345800389071,-0.0301342593698696,1.02869938234879,0.710030288580826,0.845478202758753,0.453458572354917,0.676482032505995,0.55800615317594,-0.0553247593698693,0.901158091871736,0.197785342989037,5.17,10.27,0.00999999999999091,"ok",NA
"simulated","C5",240,0.3,4,1,"R04_F01","C5_R04_F01","GBLUP_ADE",800,200,200,0.856932744944562,0.226051486316257,0.185203957462657,-0.00188480816252351,1.05668537666018,0.73220189432249,0.856932744944561,0.473441284697395,0.72204470393456,0.568120322945032,-0.0326818081625228,1.09328687037864,0.22091858214864,5.17,10.4300000000001,0.00999999999999091,"ok",NA
"simulated","C5",240,0.3,4,2,"R04_F02","C5_R04_F02","GBLUP_ADE",800,200,200,0.893363059350232,0.221804260031706,0.181678166728565,-0.00313234322888746,1.06093611133297,0.795423901120211,0.893363059350231,0.466471881706481,0.779549908200139,0.66074497341505,-0.00803434322888798,0.995516313446986,0.21750848498587,5.17,9.19000000000005,0.00999999999999091,"ok",NA
"simulated","C5",240,0.3,4,3,"R04_F03","C5_R04_F03","GBLUP_ADE",800,200,200,0.848747482405503,0.223503200718641,0.173861061354368,0.0087706033426101,0.929803043312894,0.715828763749557,0.848747482405504,0.383677656390335,0.799572463221049,0.659131207066082,-0.00630339665738894,0.866194810737372,0.143642568009217,5.17,10.1099999999999,0.0299999999999727,"ok",NA
"simulated","C5",240,0.3,4,4,"R04_F04","C5_R04_F04","GBLUP_ADE",800,200,200,0.863871968926354,0.255727993467502,0.213603029305251,-0.0307939236109995,1.02414575591796,0.742120663582782,0.863871968926355,0.401820578899292,0.756495708230466,0.637188050997446,-0.0100784236109993,0.775159363881998,0.147724373525269,5.17,10.3000000000002,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,4,5,"R04_F05","C5_R04_F05","GBLUP_ADE",800,200,200,0.865319037305441,0.246914210123898,0.20076312575938,0.0376189680741064,1.06826249965261,0.73967682829151,0.865319037305441,0.568841728142702,0.689841852339818,0.550013603897225,0.0676719680741068,1.20310858157356,0.30769665384616,5.17,10.3,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,5,1,"R05_F01","C5_R05_F01","GBLUP_ADE",800,200,200,0.877990390812863,0.218232163668374,0.176975719989702,-0.00892688547983887,1.00650063174632,0.770450875854551,0.877990390812863,0.485004411197658,0.705306967501117,0.582252267110144,-0.0617353854798383,0.980630639312802,0.229232294754571,5.17,10.26,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,5,2,"R05_F02","C5_R05_F02","GBLUP_ADE",800,200,200,0.838810802045989,0.263541409656026,0.217150510137095,0.0698539723920172,0.997092097354354,0.68119990258001,0.838810802045989,0.470920265487401,0.809986792214799,0.652186767679856,0.138880472392017,1.0839308506472,0.196824012823442,5.17,11.3099999999999,0.00999999999999091,"ok",NA
"simulated","C5",240,0.3,5,3,"R05_F03","C5_R05_F03","GBLUP_ADE",800,200,200,0.881120553704159,0.227914536287936,0.183201611084841,-0.0115262927969803,0.980735350058271,0.775499680934648,0.881120553704159,0.447194323584294,0.735400104916911,0.622187113408003,-0.00665629279698003,0.84732549192339,0.193423988011045,5.17,10.25,0.0200000000002092,"ok",NA
"simulated","C5",240,0.3,5,4,"R05_F04","C5_R05_F04","GBLUP_ADE",800,200,200,0.879231746630897,0.228151601297594,0.188509461306045,-0.0458905460735875,1.03487786009031,0.762564334674638,0.879231746630897,0.414986911816974,0.759522091145806,0.611780728034718,-0.0726465460735872,0.864672279394384,0.160313965460949,5.17,10.1399999999999,0.0199999999999818,"ok",NA
"simulated","C5",240,0.3,5,5,"R05_F05","C5_R05_F05","GBLUP_ADE",800,200,200,0.846123167644158,0.25116835357215,0.200413283499185,0.0384874553512171,1.01299627721168,0.708973099423033,0.846123167644158,0.510748041752289,0.729077745448069,0.604223869507361,0.0441509553512179,1.10980688604534,0.255579891488904,5.17,9.98000000000002,0.0299999999999727,"ok",NA
"simulated","C6",480,0.3,1,1,"R01_F01","C6_R01_F01","GBLUP_ADE",800,200,200,0.913698428805806,0.164188142011344,0.131598577307764,0.00566606132342152,1.04431888453501,0.833142559157513,0.913698428805805,0.47014714234324,0.623621089403283,0.505334694665286,0.0081795613234209,0.944070200947608,0.220128377301667,5.17,12.6600000000001,0.0299999999999727,"ok",NA
"simulated","C6",480,0.3,1,2,"R01_F02","C6_R01_F02","GBLUP_ADE",800,200,200,0.917919968597592,0.182994933031426,0.147170954076162,0.0136480870632128,1.12070220998616,0.831868131195928,0.917919968597591,0.544774223115396,0.602516553163022,0.492308396110551,0.0397695870632138,1.06756920713244,0.292507694240934,5.17,9.20000000000005,0.0299999999999727,"ok",NA
"simulated","C6",480,0.3,1,3,"R01_F03","C6_R01_F03","GBLUP_ADE",800,200,200,0.908018416048308,0.169168657894619,0.140083666876424,-0.0279262811040013,1.04075560553331,0.818281027392719,0.908018416048308,0.497237902266249,0.682188509534226,0.570064814415993,-0.0966197811040014,1.11585712109911,0.22911651514559,5.17,11.25,0,"ok",NA
"simulated","C6",480,0.3,1,4,"R01_F04","C6_R01_F04","GBLUP_ADE",800,200,200,0.907193517826896,0.169885097540892,0.135540608535515,0.0149828343650942,0.98513614425156,0.821423725119884,0.907193517826896,0.406283954417294,0.646489840875572,0.5294762622859,0.0162168343650948,0.769413450779881,0.149706177222767,5.17,9.12000000000012,0.0299999999999727,"ok",NA
"simulated","C6",480,0.3,1,5,"R01_F05","C6_R01_F05","GBLUP_ADE",800,200,200,0.913522706871818,0.163559686233067,0.133677272560874,-0.011977119969589,1.03043909530503,0.832899478987931,0.913522706871818,0.479739249591229,0.669269546181963,0.543207147537251,0.0268398800304111,1.0306515933605,0.228705737832325,5.17,10.24,0.00999999999999091,"ok",NA
"simulated","C6",480,0.3,2,1,"R02_F01","C6_R02_F01","GBLUP_ADE",800,200,200,0.928149894596364,0.1620107795163,0.130145005945055,0.0185762997032018,1.13030732676354,0.84801470830352,0.928149894596365,0.542501586658502,0.643558067974482,0.525104462308957,0.0193872997032022,1.20979777656546,0.284808203937109,5.17,12.1699999999998,0.0200000000002092,"ok",NA
"simulated","C6",480,0.3,2,2,"R02_F02","C6_R02_F02","GBLUP_ADE",800,200,200,0.90965013023599,0.167557366280953,0.133995627663076,-0.0274955922385759,1.0516528956683,0.820637388078262,0.90965013023599,0.471539023038147,0.6008804156905,0.48711684259859,-0.0705090922385751,0.931685859778612,0.21027968543939,5.17,11.3099999999999,0.0199999999999818,"ok",NA
"simulated","C6",480,0.3,2,3,"R02_F03","C6_R02_F03","GBLUP_ADE",800,200,200,0.917738862666857,0.164620081740112,0.12990105027136,-0.0355298894351306,0.988869652676661,0.834425033486637,0.917738862666857,0.410620326653981,0.634850533341485,0.526761482878058,-0.05784538943513,0.749873727304562,0.142732237071807,5.17,10.0599999999999,0.0299999999999727,"ok",NA
"simulated","C6",480,0.3,2,4,"R02_F04","C6_R02_F04","GBLUP_ADE",800,200,200,0.91097511066754,0.174106422238366,0.135909274003435,-0.00375698387849077,1.06148176789686,0.827011028762864,0.91097511066754,0.502178503418124,0.614002456051839,0.509666728109842,0.0153775161215088,0.992179572532041,0.251698218804379,5.17,11.1800000000001,0.00999999999999091,"ok",NA
"simulated","C6",480,0.3,2,5,"R02_F05","C6_R02_F05","GBLUP_ADE",800,200,200,0.881649151199524,0.202139064383799,0.168519095305417,0.0379836907202945,1.1017012645641,0.762287738004553,0.881649151199524,0.456955219036694,0.736492506333928,0.589920788323784,0.083359690720294,1.13103742846523,0.195701635945317,5.17,10.0599999999999,0.130000000000109,"ok",NA
"simulated","C6",480,0.3,3,1,"R03_F01","C6_R03_F01","GBLUP_ADE",800,200,200,0.911133977232241,0.165396186421664,0.132539436220719,-0.0120429832832649,1.05588461722303,0.826922013807531,0.911133977232241,0.514412499437377,0.592663653451811,0.483888745235296,0.00769551671673547,1.03600685607937,0.2641765141449,5.17,10.05,0.00999999999999091,"ok",NA
"simulated","C6",480,0.3,3,2,"R03_F02","C6_R03_F02","GBLUP_ADE",800,200,200,0.932714300288596,0.170872480075202,0.137284629214582,-0.0170801518785221,1.05537135915861,0.866224590116819,0.932714300288596,0.488757260948579,0.647539176287479,0.530657435836218,-0.0739291518785224,0.869834315055382,0.223411687640306,5.17,10.1400000000001,0.0199999999999818,"ok",NA
"simulated","C6",480,0.3,3,3,"R03_F03","C6_R03_F03","GBLUP_ADE",800,200,200,0.892976583282349,0.174511490996944,0.141399994938666,0.0100898475227098,1.0184396789973,0.796465379503203,0.892976583282349,0.495902626840928,0.626684071253053,0.514921955583592,-0.0152991524772897,1.05440781379083,0.244814549807874,5.17,12.26,0.0199999999999818,"ok",NA
"simulated","C6",480,0.3,3,4,"R03_F04","C6_R03_F04","GBLUP_ADE",800,200,200,0.900583408846245,0.171307816652388,0.139297177308685,0.0160116955645977,1.04631498044753,0.807782076950615,0.900583408846245,0.491177315859777,0.685510918978923,0.559720982145583,0.075805195564598,1.13961334456065,0.228196350858921,5.17,10.21,0.00999999999999091,"ok",NA
"simulated","C6",480,0.3,3,5,"R03_F05","C6_R03_F05","GBLUP_ADE",800,200,200,0.929180300525666,0.155956462565051,0.128756692662028,-0.00657589113478295,1.14282037963819,0.849624505635976,0.929180300525666,0.488307156865027,0.644448890341168,0.518803117453017,-0.00387739113478304,1.10131428121178,0.236398312690531,5.17,14.75,0.00999999999999091,"ok",NA
"simulated","C6",480,0.3,4,1,"R04_F01","C6_R04_F01","GBLUP_ADE",800,200,200,0.925627506402155,0.146677987424146,0.119667754936719,0.00151630785910207,1.09788702880339,0.849959299355772,0.925627506402154,0.471593327626234,0.644629562280235,0.522475425036917,-0.00290819214089829,1.07900557379742,0.221192066684697,5.17,12.47,0,"ok",NA
"simulated","C6",480,0.3,4,2,"R04_F02","C6_R04_F02","GBLUP_ADE",800,200,200,0.912322188577094,0.177534076621792,0.140182513777354,-0.0266590619927061,1.02397681851755,0.827996936349545,0.912322188577094,0.476139301106406,0.657886527195167,0.531662977141614,-0.0140245619927059,0.933073190792505,0.225190157968974,5.17,10.0999999999999,0,"ok",NA
"simulated","C6",480,0.3,4,3,"R04_F03","C6_R04_F03","GBLUP_ADE",800,200,200,0.91098494703207,0.155153326770594,0.127269193360688,0.0239072430470887,1.05381776045427,0.823539433371951,0.910984947032069,0.468904486843423,0.657753305086042,0.539923159972777,0.0662012430470886,1.08712077130586,0.210461379880433,5.17,10.05,0.0299999999999727,"ok",NA
"simulated","C6",480,0.3,4,4,"R04_F04","C6_R04_F04","GBLUP_ADE",800,200,200,0.928550270545569,0.164723881398103,0.130862649756293,-0.0205283869455395,1.08987287760917,0.854076326040934,0.928550270545569,0.510262570794799,0.626950003788157,0.52631435196179,-0.0296113869455394,1.01134867632529,0.25868140667427,5.17,12.2800000000002,0.0299999999999727,"ok",NA
"simulated","C6",480,0.3,4,5,"R04_F05","C6_R04_F05","GBLUP_ADE",800,200,200,0.928375303186508,0.164586733168236,0.132999582853667,0.0167443738077199,1.09071805037591,0.854411594796213,0.928375303186508,0.505026222544209,0.623820695945075,0.510468960212515,-0.0246841261922791,0.993400853100215,0.253871997690154,5.17,11.21,0.00999999999999091,"ok",NA
"simulated","C6",480,0.3,5,1,"R05_F01","C6_R05_F01","GBLUP_ADE",800,200,200,0.916595571231979,0.162841360901592,0.135863613109575,0.0229805211971456,1.09348046717307,0.830634350170226,0.916595571231979,0.527442435351623,0.670438841031231,0.552063049163406,0.0242365211971455,1.24482505538866,0.266476108376422,5.17,11.3099999999999,0.0399999999999636,"ok",NA
"simulated","C6",480,0.3,5,2,"R05_F02","C6_R05_F02","GBLUP_ADE",800,200,200,0.919891899934226,0.161295194754666,0.13142199074111,0.00481137407247616,0.986443631804981,0.845904177815718,0.919891899934226,0.407561038618529,0.627823482823318,0.50728677540938,-0.0239206259275236,0.719984040555964,0.139732222575594,5.17,10.01,0.0199999999999818,"ok",NA
"simulated","C6",480,0.3,5,3,"R05_F03","C6_R05_F03","GBLUP_ADE",800,200,200,0.880286169763933,0.201966266511521,0.160330625174672,-0.000902663954014926,1.06441968017157,0.772060882300956,0.880286169763933,0.492660566075856,0.634258413339044,0.513525352622442,0.0351288360459856,1.02469882939067,0.240242810039032,5.17,11.0899999999999,0.130000000000109,"ok",NA
"simulated","C6",480,0.3,5,4,"R05_F04","C6_R05_F04","GBLUP_ADE",800,200,200,0.929824223013222,0.154096460688544,0.122650808020866,-0.0345008928340901,1.03198767132944,0.856551745226628,0.929824223013222,0.436096263834384,0.659727821720044,0.551024426869099,-0.0346808928340902,0.868593521208194,0.183571030223305,5.17,11.21,0.0199999999999818,"ok",NA
"simulated","C6",480,0.3,5,5,"R05_F05","C6_R05_F05","GBLUP_ADE",800,200,200,0.925423419736818,0.161872776238492,0.129892402823835,0.0171653677264893,1.15854558865145,0.83855458179227,0.925423419736818,0.528082618098469,0.638905465355976,0.511338219899188,0.00878236772648961,1.22647347581636,0.269224449257221,5.17,9.04999999999995,0.0299999999999727,"ok",NA
