"Dataset","Scenario","QTL_N","H2_nominal","Repetition","Fold","SplitID","TaskID","Model","Architecture","Learning_rate","L1","L2","Best_epoch","Epoch_Last","Epoch_Stopped_by_patience","Epoch_Hit_ceiling","Inner_RMSE","Inner_Correlation","Inner_MAE","N_train","N_test","N_pred_finite","N_zero_variance_markers","Genetic_Correlation","Genetic_RMSE","Genetic_MAE","Genetic_Bias","Genetic_Slope","Genetic_R2","Phenotype_Correlation","Phenotype_RMSE","Phenotype_MAE","Phenotype_Bias","Phenotype_Slope","Phenotype_R2","Epoch_selection_seconds","Final_fit_seconds","Predict_seconds","Status","Error"
"simulated","C2",40,0.7,2,1,"R02_F01","C2_R02_F01","ANN_L2","64-32",0.000125,0,0.01,22,47,TRUE,FALSE,0.825273255818616,0.651062378988164,0.657569524128056,800,200,200,0,0.753366731156642,0.629769403882233,0.510545918932665,0.0161920969054357,0.875471298956497,0.555784443817135,0.655760359940501,0.815515710484716,0.629401776239534,0.0547410969054356,0.860739798727139,0.416134498761506,0.580000000000041,0.309999999999945,0.0200000000000955,"ok",NA
"simulated","C2",40,0.7,2,1,"R02_F01","C2_R02_F01","ANN_L1_L2","64-32",0.000125,0.001,0.01,24,49,TRUE,FALSE,0.822116066797026,0.652588006422848,0.654447641930016,800,200,200,0,0.755507675023938,0.621815951576585,0.502545483710209,0.0255231305676081,0.931069512056836,0.566933723302623,0.655945625406597,0.810875229156763,0.624963664502272,0.064072130567608,0.913066300106109,0.422760265263401,0.75,0.340000000000032,0,"ok",NA
"simulated","C2",40,0.7,2,2,"R02_F02","C2_R02_F02","ANN_0","32-16",0.000125,0,0,23,48,TRUE,FALSE,0.837101849311437,0.647282386304724,0.655701390713413,800,200,200,0,0.715477366038386,0.660013277501498,0.521585015722188,-0.136571506561488,0.967238500049892,0.489460888116852,0.645957094851406,0.819485408658682,0.671326065037555,-0.148446506561488,0.998071502477566,0.397488266118444,0.700000000000045,0.190000000000055,0,"ok",NA
"simulated","C2",40,0.7,2,2,"R02_F02","C2_R02_F02","ANN_L1","32-16",0.000125,1e-05,0,23,48,TRUE,FALSE,0.842619544729451,0.635196259515125,0.657915948871113,800,200,200,0,0.715096180733766,0.66056825751877,0.522325176299508,-0.137463978735865,0.966501534931277,0.488601941367506,0.645367700159946,0.820166493960876,0.67172041326006,-0.149338978735864,0.996932198242192,0.396486338785416,0.67999999999995,0.259999999999991,0,"ok",NA
"simulated","C2",40,0.7,2,2,"R02_F02","C2_R02_F02","ANN_L2","32-16",0.000125,0,0.01,23,48,TRUE,FALSE,0.841634091329606,0.635370198459083,0.657310201712967,800,200,200,0,0.7141406146348,0.661196825418847,0.522745482928175,-0.136144002408615,0.965644530197179,0.487628230208099,0.644542892893279,0.820651631032004,0.672551626811614,-0.148019002408615,0.99610629183318,0.395772158322332,0.580000000000041,0.220000000000027,0.00999999999999091,"ok",NA
"simulated","C2",40,0.7,2,2,"R02_F02","C2_R02_F02","ANN_L1_L2","32-16",0.000125,1e-04,0.001,23,48,TRUE,FALSE,0.841954734313417,0.635453877481966,0.657437383744512,800,200,200,0,0.714730572246505,0.660645853094794,0.521963082739114,-0.136201687039405,0.966425580638041,0.488481788583355,0.644789494621005,0.820445325439019,0.672133760020937,-0.148076687039405,0.996470206370738,0.396075916725357,0.580000000000041,0.189999999999941,0,"ok",NA
"simulated","C2",40,0.7,2,3,"R02_F03","C2_R02_F03","ANN_0","4",0.000125,0,0,34,59,TRUE,FALSE,0.827947043558939,0.644556707691958,0.659617695370626,800,200,200,0,0.733446845124677,0.660804306849596,0.519923277651345,-0.111598674897449,0.821300924315992,0.498164195126694,0.631639375210564,0.849517264835645,0.684289829378009,-0.0942666748974493,0.811303106474737,0.369623841040717,0.5,0.200000000000045,0,"ok",NA
"simulated","C2",40,0.7,2,3,"R02_F03","C2_R02_F03","ANN_L1","4",0.000125,0.01,0,37,62,TRUE,FALSE,0.881167826144211,0.59951004696013,0.691303961344977,800,200,200,0,0.727109572143165,0.670377693294935,0.524960862556254,-0.160657907587988,0.853779931227957,0.483518198116653,0.63009986702858,0.851648183962362,0.682912493541933,-0.143325907587988,0.848663931564695,0.366457418404047,0.689999999999941,0.279999999999973,0,"ok",NA
"simulated","C2",40,0.7,2,3,"R02_F03","C2_R02_F03","ANN_L2","4",0.000125,0,1e-04,34,59,TRUE,FALSE,0.886542270628857,0.606461132663599,0.69571881437654,800,200,200,0,0.733447190676386,0.660803569672281,0.519922814757747,-0.111601434936614,0.821304799318179,0.498165314797863,0.631639725686924,0.849516548777198,0.684289567616973,-0.0942694349366135,0.811307002239777,0.369624903728909,0.509999999999991,0.25,0,"ok",NA
"simulated","C2",40,0.7,2,3,"R02_F03","C2_R02_F03","ANN_L1_L2","4",0.000125,0.01,0.01,37,62,TRUE,FALSE,0.880510218459602,0.599617273132293,0.691342886755097,800,200,200,0,0.72709154419535,0.670378739821288,0.524969209532606,-0.160906840569382,0.854247338942407,0.483516585556318,0.630089877110531,0.851636060739191,0.68302924393639,-0.143574840569382,0.849136129454924,0.366475455249738,0.5,0.25,0,"ok",NA
"simulated","C2",40,0.7,2,4,"R02_F04","C2_R02_F04","ANN_0","16-8",5e-04,0,0,17,42,TRUE,FALSE,0.824511762315216,0.64318963076882,0.647440783103844,800,200,200,0,0.694397551241225,0.745058997586069,0.586903840045152,0.112757843922105,0.743389860584913,0.411247768787442,0.611275182742706,0.898032364967092,0.724351122385736,0.0989353439221059,0.731158699165255,0.314823677486245,0.459999999999923,0.139999999999986,0,"ok",NA
"simulated","C2",40,0.7,2,4,"R02_F04","C2_R02_F04","ANN_L1","16-8",5e-04,0.001,0,17,42,TRUE,FALSE,0.851129943759457,0.627275948681946,0.670203532042262,800,200,200,0,0.693353007885733,0.741292760634906,0.584304825091618,0.121857288408526,0.760259517761053,0.417184952394232,0.609418841627578,0.895492616513229,0.718491883608181,0.108034788408527,0.746603074393505,0.318693726842906,0.549999999999955,0.159999999999968,0,"ok",NA
"simulated","C2",40,0.7,2,4,"R02_F04","C2_R02_F04","ANN_L2","16-8",5e-04,0,0.01,17,42,TRUE,FALSE,0.853386643709697,0.623672582882557,0.671958022015222,800,200,200,0,0.697354235538602,0.740838786583597,0.582067130625637,0.115135237174461,0.749461111039464,0.417898575691125,0.614184237283191,0.894165787407876,0.721337253624033,0.101312737174461,0.73749785339034,0.320711180200153,0.440000000000055,0.139999999999986,0,"ok",NA
"simulated","C2",40,0.7,2,4,"R02_F04","C2_R02_F04","ANN_L1_L2","16-8",5e-04,0.001,0.01,17,42,TRUE,FALSE,0.850715061252726,0.627301205916567,0.670084966314734,800,200,200,0,0.692826907891725,0.740682141088009,0.583577655729192,0.121055088011338,0.762981147338284,0.418144712712191,0.607663980010727,0.896319244914354,0.71906771737744,0.107232588011339,0.747685552977444,0.317435319920018,0.549999999999955,0.139999999999986,0,"ok",NA
"simulated","C2",40,0.7,2,5,"R02_F05","C2_R02_F05","ANN_0","32",0.000125,0,0,5,30,TRUE,FALSE,0.831195714597456,0.640332834320106,0.657915909458372,800,200,200,0,0.787804494302034,0.627316467355545,0.486575428948182,0.0689826913488706,1.13509022588443,0.607094096429685,0.671814528192313,0.811240319212426,0.60898696617785,0.0388096913488707,1.05682094744322,0.448768471895272,0.259999999999991,0.0299999999999727,0,"ok",NA
"simulated","C2",40,0.7,2,5,"R02_F05","C2_R02_F05","ANN_L1","32",0.000125,0.01,0,7,32,TRUE,FALSE,0.853114384669378,0.612316894369668,0.677038736121866,800,200,200,0,0.773601838589061,0.664225723032889,0.518221347925391,0.0613405337794799,1.32019535745937,0.559499345006514,0.666214401647066,0.827639898283997,0.618979714756621,0.03116753377948,1.2412944574272,0.426256428926431,0.269999999999982,0.0499999999999545,0,"ok",NA
"simulated","C2",40,0.7,2,5,"R02_F05","C2_R02_F05","ANN_L2","32",0.000125,0,1e-05,5,30,TRUE,FALSE,0.862383789852946,0.617112925917734,0.674208642400781,800,200,200,0,0.787804526488896,0.627316468275663,0.486575450340659,0.0689827567236411,1.13509059344149,0.607094095277093,0.671814645505475,0.811240222150371,0.608986854026991,0.0388097567236413,1.0568214310213,0.448768603801097,0.25,0.0299999999999727,0,"ok",NA
"simulated","C2",40,0.7,2,5,"R02_F05","C2_R02_F05","ANN_L1_L2","32",0.000125,0.01,0.01,7,32,TRUE,FALSE,0.852949241181941,0.612422967252035,0.676788672769265,800,200,200,0,0.773322378574057,0.66524694840569,0.519110797389982,0.0618671705058076,1.32549426075012,0.558143792984985,0.66597222649169,0.828287172027372,0.619403524331635,0.0316941705058078,1.24627385141529,0.425358660782562,0.360000000000014,0.0399999999999636,0,"ok",NA
"simulated","C2",40,0.7,3,1,"R03_F01","C2_R03_F01","ANN_0","32-16",0.000125,0,0,12,37,TRUE,FALSE,0.833642815789291,0.65039962632528,0.659565813039342,800,200,200,0,0.709639668996152,0.664064776367539,0.543162690316611,-0.212435407885355,1.19756640597374,0.431727362420064,0.610365733941112,0.814451283908558,0.651605191940276,-0.237318407885354,1.14466296142246,0.307827169525052,0.469999999999914,0.120000000000005,0,"ok",NA
"simulated","C2",40,0.7,3,1,"R03_F01","C2_R03_F01","ANN_L1","32-16",0.000125,0.001,0,12,37,TRUE,FALSE,0.848107956415844,0.641873511491935,0.673338561011059,800,200,200,0,0.708485626999031,0.665974812148075,0.543951991671387,-0.205572819576465,1.24186405398921,0.428453639444089,0.610397173424252,0.81449581403874,0.650828955424966,-0.230455819576465,1.18899846022937,0.307751478346291,0.439999999999941,0.0900000000000318,0,"ok",NA
"simulated","C2",40,0.7,3,1,"R03_F01","C2_R03_F01","ANN_L2","32-16",0.000125,0,1e-04,12,37,TRUE,FALSE,0.851918442975705,0.63738537666703,0.675484520303857,800,200,200,0,0.709685891549482,0.664012955252123,0.543118513157465,-0.212375033784716,1.19763701113656,0.431816050674468,0.610404351097944,0.814409164411107,0.651558897861603,-0.237258033784715,1.14472831120206,0.307898759363496,0.449999999999932,0.139999999999986,0,"ok",NA
"simulated","C2",40,0.7,3,1,"R03_F01","C2_R03_F01","ANN_L1_L2","32-16",0.000125,0.001,1e-04,12,37,TRUE,FALSE,0.848203960114242,0.641668542337812,0.673617263460675,800,200,200,0,0.708473221340903,0.66600222007097,0.543994419240074,-0.205568691003567,1.24211894513995,0.428406594959414,0.610434355779712,0.814485251783954,0.650814303911492,-0.230451691003567,1.18933576890305,0.307769432171778,0.480000000000018,0.139999999999986,0,"ok",NA
"simulated","C2",40,0.7,3,2,"R03_F02","C2_R03_F02","ANN_0","64-32",0.00025,0,0,17,42,TRUE,FALSE,0.79870224579626,0.643333720198902,0.636943943541791,800,200,200,0,0.784603233057352,0.694564958849937,0.552906182622794,0.0620816807160396,0.920757072843845,0.607910118489023,0.715912795714334,0.856758747984685,0.682048780392088,0.10091068071604,0.919246193093224,0.501662577593126,0.530000000000086,0.219999999999914,0,"ok",NA
"simulated","C2",40,0.7,3,2,"R03_F02","C2_R03_F02","ANN_L1","64-32",0.00025,0.001,0,17,42,TRUE,FALSE,0.808173387228781,0.631604734040256,0.638905567027046,800,200,200,0,0.787107725407498,0.684971174757053,0.550288348967196,0.0298596326358943,0.984829667807622,0.618666914113104,0.715564783818902,0.850767432108661,0.670331735317406,0.0686886326358948,0.979608741754994,0.508607957316028,0.590000000000032,0.219999999999914,0,"ok",NA
"simulated","C2",40,0.7,3,2,"R03_F02","C2_R03_F02","ANN_L2","64-32",0.00025,0,0.01,13,38,TRUE,FALSE,0.809886476614152,0.629800028009033,0.63876921665578,800,200,200,0,0.789525314266788,0.684425173876103,0.545927317330467,0.028312085388327,0.930998539064974,0.619274604554824,0.717834026058442,0.850471784166349,0.672376827685865,0.0671410853883275,0.926155106808709,0.508949422675508,0.639999999999986,0.139999999999986,0,"ok",NA
"simulated","C2",40,0.7,3,2,"R03_F02","C2_R03_F02","ANN_L1_L2","64-32",0.00025,0.001,0.01,17,42,TRUE,FALSE,0.807722464168308,0.632473757971927,0.639069564293626,800,200,200,0,0.78777421077648,0.683785260726369,0.549711676737945,0.027160150377771,1.00199400516507,0.619986201097555,0.716104466723146,0.849697373956847,0.669304549342997,0.0659891503777715,0.996589923160974,0.509843282895433,0.629999999999995,0.210000000000036,0,"ok",NA
"simulated","C2",40,0.7,3,3,"R03_F03","C2_R03_F03","ANN_0","32-16",0.000125,0,0,55,80,TRUE,FALSE,0.834036819006994,0.647090504147732,0.661455537519154,800,200,200,0,0.66029259282196,0.68263240645427,0.541643395819021,0.0213936058756365,0.792223692013489,0.405412810723204,0.55175604907027,0.858075832967297,0.678024814251413,0.0256596058756364,0.751206827413583,0.270389557990121,1.17000000000007,0.590000000000032,0,"ok",NA
"simulated","C2",40,0.7,3,3,"R03_F03","C2_R03_F03","ANN_L1","32-16",0.000125,0.001,0,65,90,TRUE,FALSE,0.846465645593615,0.652702598558935,0.664572536651139,800,200,200,0,0.661153689829219,0.681641891132696,0.543726907862284,0.0259185537765114,0.794819517803522,0.407137078212066,0.554573633361539,0.855480936673634,0.678223267992125,0.0301845537765112,0.756530318372429,0.274795697079788,1.26999999999998,0.75,0,"ok",NA
"simulated","C2",40,0.7,3,3,"R03_F03","C2_R03_F03","ANN_L2","32-16",0.000125,0,0.01,55,80,TRUE,FALSE,0.849166602655359,0.651157874010161,0.667980912199731,800,200,200,0,0.661119899784324,0.681751449708609,0.541381301996881,0.017504704647861,0.793110293330488,0.406946484182706,0.552540970003335,0.857310996953364,0.676715527843351,0.0217707046478609,0.752174948456127,0.271689638059758,1.15999999999997,0.689999999999941,0,"ok",NA
"simulated","C2",40,0.7,3,3,"R03_F03","C2_R03_F03","ANN_L1_L2","32-16",0.000125,0.001,1e-04,64,89,TRUE,FALSE,0.844883644400766,0.652713057854092,0.663128072274879,800,200,200,0,0.661869690821714,0.680812995826495,0.542765444425601,0.0272501968741393,0.796641490542249,0.408578076802583,0.555912839575081,0.8541855614457,0.677309922351807,0.0315161968741391,0.759273347013309,0.276990253187521,1.38999999999999,0.690000000000055,0,"ok",NA
"simulated","C2",40,0.7,3,4,"R03_F04","C2_R03_F04","ANN_0","64-32",0.000125,0,0,29,54,TRUE,FALSE,0.838195635300962,0.63523604768166,0.666782889201361,800,200,200,0,0.745430792530516,0.635144370998136,0.498577841657206,0.0645854389035474,0.943702917074639,0.549026462373938,0.622844679699873,0.850310316443648,0.661857400841305,0.0725939389035469,0.899249847589077,0.37853631163355,0.730000000000018,0.410000000000082,0,"ok",NA
"simulated","C2",40,0.7,3,4,"R03_F04","C2_R03_F04","ANN_L1","64-32",0.000125,0.001,0,30,55,TRUE,FALSE,0.841669326981892,0.636837766498062,0.66683605817389,800,200,200,0,0.742117193058877,0.638447904063399,0.504811918344866,0.0711556303572929,0.964301134148688,0.544323026511406,0.621755496914863,0.8504189236155,0.66137037553799,0.0791641303572925,0.92136659599261,0.37837754671497,1.05999999999995,0.379999999999995,0,"ok",NA
"simulated","C2",40,0.7,3,4,"R03_F04","C2_R03_F04","ANN_L2","64-32",0.000125,0,1e-05,29,54,TRUE,FALSE,0.846827025940778,0.633296465654804,0.67205789506638,800,200,200,0,0.746176500683345,0.634151292166887,0.498179962468245,0.0636385155520526,0.945969225920932,0.550435597603022,0.62365380867804,0.849371965949354,0.661458554533264,0.0716470155520521,0.901678396786099,0.379907173501566,0.850000000000023,0.310000000000059,0,"ok",NA
"simulated","C2",40,0.7,3,4,"R03_F04","C2_R03_F04","ANN_L1_L2","64-32",0.000125,0.001,0.01,30,55,TRUE,FALSE,0.841547490800068,0.636933867115093,0.666356700270206,800,200,200,0,0.742100254230758,0.638458761971089,0.505037101936304,0.0720056872575431,0.967813313817863,0.544307527234,0.622645946515634,0.849504194224096,0.660311317566926,0.0800141872575426,0.926067881749466,0.379714089222314,0.75,0.330000000000041,0,"ok",NA
"simulated","C2",40,0.7,3,5,"R03_F05","C2_R03_F05","ANN_0","32",0.000125,0,0,7,32,TRUE,FALSE,0.837957131805183,0.639330195685745,0.665433212877014,800,200,200,0,0.801029607808575,0.577714683731227,0.461958996375202,-0.148022805343279,1.01161303473807,0.616379431546073,0.694728334030704,0.788417449495506,0.62265164472603,-0.174232805343279,1.00554770216526,0.456068900313949,0.330000000000041,0.0600000000000591,0,"ok",NA
"simulated","C2",40,0.7,3,5,"R03_F05","C2_R03_F05","ANN_L1","32",0.000125,0.01,0,12,37,TRUE,FALSE,0.838031336249693,0.634449726564255,0.661868385129469,800,200,200,0,0.801698542975261,0.572759471053582,0.473031036542457,-0.109042730483751,1.10814877745973,0.622932040307969,0.710388063498537,0.769113484840386,0.610131694586061,-0.13525273048375,1.12539362665708,0.482378523623015,0.410000000000082,0.0999999999999091,0,"ok",NA
"simulated","C2",40,0.7,3,5,"R03_F05","C2_R03_F05","ANN_L2","32",0.000125,0,0.01,7,32,TRUE,FALSE,0.839769578587151,0.629732778505929,0.663387081168425,800,200,200,0,0.800903239214648,0.577838596186258,0.462059278992763,-0.147909535510529,1.0116617348076,0.616214850427947,0.694737043660368,0.788384509959071,0.622647679700821,-0.174119535510529,1.00576738469833,0.456114349495753,0.389999999999986,0.0900000000000318,0,"ok",NA
"simulated","C2",40,0.7,3,5,"R03_F05","C2_R03_F05","ANN_L1_L2","32",0.000125,0.01,1e-05,12,37,TRUE,FALSE,0.838022729677443,0.634461005378324,0.661861738263836,800,200,200,0,0.801698448686238,0.572759972899325,0.473031668166382,-0.109042912426754,1.10815333315965,0.622931379541826,0.710388081718264,0.769113813688709,0.610132211683006,-0.135252912426754,1.12539841447575,0.48237808098615,0.449999999999932,0.1099999999999,0,"ok",NA
"simulated","C2",40,0.7,4,1,"R04_F01","C2_R04_F01","ANN_0","64-32",0.000125,0,0,23,48,TRUE,FALSE,0.818834527915867,0.66032483687368,0.650293956477048,800,200,200,0,0.729914461588495,0.63596953840696,0.508231018130766,0.0333554707969307,0.919035148982899,0.527339946913114,0.642613603120529,0.797272105494205,0.623733222445645,-0.00931652920306881,0.906730345024402,0.408502048428685,0.600000000000023,0.25,0,"ok",NA
"simulated","C2",40,0.7,4,1,"R04_F01","C2_R04_F01","ANN_L1","64-32",0.000125,0.001,0,26,51,TRUE,FALSE,0.825855686958991,0.655231420810627,0.658211366771541,800,200,200,0,0.728984299803459,0.633991777664646,0.510888284569518,0.029278215352126,0.983962165537208,0.530275165947025,0.641216962271872,0.795859212206691,0.623037019916905,-0.0133937846478735,0.969914181491919,0.410596648156852,0.860000000000014,0.450000000000045,0.0199999999999818,"ok",NA
"simulated","C2",40,0.7,4,1,"R04_F01","C2_R04_F01","ANN_L2","64-32",0.000125,0,0.01,23,48,TRUE,FALSE,0.832874361248593,0.648223292630744,0.663673769941245,800,200,200,0,0.730241551191751,0.635337074544893,0.507421351675786,0.0330348837389087,0.923128114259995,0.528279588635882,0.643077918523328,0.796587427967571,0.623024602847009,-0.00963711626109081,0.911018332959473,0.409517539767233,0.990000000000009,0.379999999999995,0,"ok",NA
"simulated","C2",40,0.7,4,1,"R04_F01","C2_R04_F01","ANN_L1_L2","64-32",0.000125,0.001,0.01,26,51,TRUE,FALSE,0.824477897431988,0.656282848556149,0.657384647781894,800,200,200,0,0.727979430704291,0.634831266740378,0.51228756679788,0.0266961369359997,0.987079401542511,0.529030386590226,0.639420805037469,0.797427027739938,0.624382513028888,-0.0159758630639998,0.971600715768719,0.408272151776002,0.939999999999941,0.3900000000001,0,"ok",NA
"simulated","C2",40,0.7,4,2,"R04_F02","C2_R04_F02","ANN_0","64-32",0.000125,0,0,23,48,TRUE,FALSE,0.807204496438341,0.655777256610041,0.639812445941192,800,200,200,0,0.763821105973404,0.653383543422778,0.525272436409948,-0.00482881998575948,0.842466636568065,0.562999150952285,0.635109986374795,0.881993886601413,0.687179298973978,0.0239746800142395,0.790402052877487,0.374538008340388,0.720000000000027,0.279999999999973,0,"ok",NA
"simulated","C2",40,0.7,4,2,"R04_F02","C2_R04_F02","ANN_L1","64-32",0.000125,0.001,0,30,55,TRUE,FALSE,0.801936804616968,0.661283860551865,0.632853818319764,800,200,200,0,0.761581283712782,0.641811047642577,0.527364440989685,-0.0312540385101658,0.967270328565529,0.578342068468054,0.630562287173281,0.868819769181847,0.68548897144109,-0.00245053851016678,0.903644600365459,0.393083195853251,0.710000000000036,0.299999999999955,0,"ok",NA
"simulated","C2",40,0.7,4,2,"R04_F02","C2_R04_F02","ANN_L2","64-32",0.000125,0,0.01,23,48,TRUE,FALSE,0.802266995635058,0.661564649655341,0.634871753396967,800,200,200,0,0.763960450388081,0.652415075343077,0.524324691471749,-0.00480340460254482,0.846071069813989,0.564293666923972,0.635348465894466,0.880954098715474,0.686645078832909,0.0240000953974542,0.793936953498058,0.376011860852188,0.689999999999941,0.289999999999964,0.0200000000000955,"ok",NA
"simulated","C2",40,0.7,4,2,"R04_F02","C2_R04_F02","ANN_L1_L2","64-32",0.000125,0.001,1e-05,30,55,TRUE,FALSE,0.802149211182157,0.661098674118149,0.633079489236404,800,200,200,0,0.761582340007269,0.641814715916674,0.527351355903069,-0.0312173660771119,0.967061963275242,0.578337248478451,0.630604036730834,0.868792533456153,0.685460666221352,-0.00241386607711291,0.903508505378315,0.393121246461892,0.779999999999973,0.329999999999927,0,"ok",NA
"simulated","C2",40,0.7,4,3,"R04_F03","C2_R04_F03","ANN_0","64-32",0.00025,0,0,9,34,TRUE,FALSE,0.845447549313193,0.647755436105371,0.661658129710869,800,200,200,0,0.701389665791668,0.65276726406276,0.524866798959628,0.0431439819740164,0.724186747059214,0.418046399737038,0.588631231282556,0.798901229402434,0.64628171618724,0.0381999819740167,0.654396843248118,0.24812709329434,0.42999999999995,0.110000000000014,0,"ok",NA
"simulated","C2",40,0.7,4,3,"R04_F03","C2_R04_F03","ANN_L1","64-32",0.00025,1e-04,0,9,34,TRUE,FALSE,0.852140307604493,0.648598890315584,0.668479887133262,800,200,200,0,0.701555259935271,0.651918868275458,0.524122276103197,0.0424957727422924,0.725929338598259,0.419558136503741,0.589182518571858,0.797702599604617,0.644837722023401,0.0375517727422927,0.65643087690629,0.250381542698789,0.639999999999986,0.110000000000014,0,"ok",NA
"simulated","C2",40,0.7,4,3,"R04_F03","C2_R04_F03","ANN_L2","64-32",0.00025,0,0.01,9,34,TRUE,FALSE,0.852004022491483,0.648682834087481,0.668413811866761,800,200,200,0,0.70193370289076,0.651349255414433,0.523681252456167,0.0427457251008736,0.726764266918069,0.420572013304023,0.58929203828051,0.797430306102801,0.644722854990608,0.0378017251008739,0.656953648642815,0.250893215589461,0.610000000000014,0.110000000000014,0,"ok",NA
"simulated","C2",40,0.7,4,3,"R04_F03","C2_R04_F03","ANN_L1_L2","64-32",0.00025,1e-04,0.001,9,34,TRUE,FALSE,0.852030487409279,0.648663165704492,0.668208702279355,800,200,200,0,0.701608555915949,0.651847965498996,0.524307939060471,0.0419586288229733,0.72592958158204,0.419684387495057,0.589493991411395,0.797402198123222,0.64447271851393,0.0370146288229736,0.656728230053003,0.250946023983992,0.699999999999932,0.159999999999968,0,"ok",NA
"simulated","C2",40,0.7,4,4,"R04_F04","C2_R04_F04","ANN_0","64-32",0.000125,0,0,9,34,TRUE,FALSE,0.824036168242427,0.632254720012483,0.653138973342547,800,200,200,0,0.794676290488288,0.669127458409172,0.530781210668529,-0.140578245226326,1.40918951029883,0.558789541564833,0.700479494683558,0.863636130861165,0.693570117925043,-0.151610745226325,1.41219480960693,0.431344002979067,0.67999999999995,0.1400000000001,0,"ok",NA
"simulated","C2",40,0.7,4,4,"R04_F04","C2_R04_F04","ANN_L1","64-32",0.000125,0.001,0,10,35,TRUE,FALSE,0.816736848121166,0.642347506620378,0.64758064732338,800,200,200,0,0.793698511140384,0.664101348577056,0.525677526656205,-0.138970672624089,1.36770480664154,0.565392898269419,0.699229102301669,0.859998399872397,0.690095655852643,-0.150003172624088,1.36986049582004,0.436124397975303,0.549999999999955,0.149999999999977,0,"ok",NA
"simulated","C2",40,0.7,4,4,"R04_F04","C2_R04_F04","ANN_L2","64-32",0.000125,0,0.001,9,34,TRUE,FALSE,0.818279268650014,0.639709564565942,0.647931350776453,800,200,200,0,0.794561299460638,0.669143034113882,0.530690541666852,-0.140557141150473,1.40842598723899,0.558769000653792,0.700308351122299,0.863700233230299,0.693596441680918,-0.151589641150472,1.41128902882466,0.431259584210238,0.629999999999995,0.120000000000005,0,"ok",NA
"simulated","C2",40,0.7,4,4,"R04_F04","C2_R04_F04","ANN_L1_L2","64-32",0.000125,0.001,1e-04,10,35,TRUE,FALSE,0.816551124375825,0.642541746974937,0.647542793576128,800,200,200,0,0.793654832382689,0.664164176059522,0.52573739998624,-0.139022755566549,1.36772494412717,0.565310662141657,0.699254230250822,0.859998178212902,0.690110422240035,-0.150055255566548,1.37000528799204,0.43612468864646,0.57000000000005,0.139999999999986,0,"ok",NA
"simulated","C2",40,0.7,4,5,"R04_F05","C2_R04_F05","ANN_0","32-16",0.000125,0,0,18,43,TRUE,FALSE,0.83789381132268,0.629453078423915,0.662485765093719,800,200,200,0,0.755038364151717,0.649107797449678,0.522143759032757,-0.0180643713144181,1.26964584837035,0.544016331381723,0.657001618983059,0.85016888542777,0.663590131762215,0.0117911286855821,1.27380909601876,0.411593593233318,0.669999999999959,0.280000000000086,0.0199999999999818,"ok",NA
"simulated","C2",40,0.7,4,5,"R04_F05","C2_R04_F05","ANN_L1","32-16",0.000125,0.001,0,19,44,TRUE,FALSE,0.838373568398955,0.633995508361702,0.670142183492052,800,200,200,0,0.75442286737679,0.652674618098301,0.525032326658136,-0.0117523456719696,1.29808787231471,0.538991340141454,0.659032454685067,0.85128905033428,0.66658894798206,0.0181031543280307,1.30743581973475,0.410042027573307,0.710000000000036,0.25,0.00999999999999091,"ok",NA
"simulated","C2",40,0.7,4,5,"R04_F05","C2_R04_F05","ANN_L2","32-16",0.000125,0,0.001,18,43,TRUE,FALSE,0.843232959055677,0.630468368242172,0.674140272799849,800,200,200,0,0.755177769552617,0.649000797306183,0.521963900807795,-0.0182940383463954,1.26992317190003,0.544166649393066,0.657235373749278,0.849995074289847,0.663344567794278,0.0115614616536048,1.27430535725042,0.411834159865466,0.829999999999927,0.210000000000036,0,"ok",NA
"simulated","C2",40,0.7,4,5,"R04_F05","C2_R04_F05","ANN_L1_L2","32-16",0.000125,0.001,1e-05,19,44,TRUE,FALSE,0.838171008604294,0.633841785488294,0.670279026689361,800,200,200,0,0.754420373642771,0.65267811002101,0.525035084248726,-0.0117527016508398,1.29809663714319,0.538986407175257,0.659030228298711,0.851291795758331,0.66659185354787,0.0181027983491605,1.30744455252622,0.410038222314875,0.75,0.280000000000086,0,"ok",NA
"simulated","C2",40,0.7,5,1,"R05_F01","C2_R05_F01","ANN_0","32-16",0.000125,0,0,42,67,TRUE,FALSE,0.807713691734094,0.655770379503508,0.644141150018867,800,200,200,0,0.704138072632304,0.74185148265449,0.594592270061681,-0.215167392919558,1.47450972863712,0.393437608467904,0.600237227383416,0.921851496084396,0.729231815387786,-0.200629892919557,1.44618622723943,0.292477079386669,1.37,0.540000000000077,0,"ok",NA
"simulated","C2",40,0.7,5,1,"R05_F01","C2_R05_F01","ANN_L1","32-16",0.000125,0.001,0,75,100,TRUE,FALSE,0.827750325684312,0.634108411827618,0.658618009385002,800,200,200,0,0.728361921930621,0.678180316805715,0.54698963147656,-0.113450602717408,1.2646779352365,0.493088781046756,0.629880914439778,0.868584173454414,0.686563452741377,-0.0989131027174076,1.25835342735919,0.371880310224363,1.4899999999999,0.829999999999927,0,"ok",NA
